tile,n0,n1,n2,n3,n4,n5
78650,78647,34310,60955,34312,78651,6448
78651,78650,34312,90474,34305,78649,6448
78652,6449,78653,15318,78645,34317,78654
78653,6449,78657,15320,41959,15318,78652
78654,78652,34317,60964,34321,78655,6449
78655,78654,34321,98376,34322,78656,6449
78656,78655,34322,60966,34323,78657,6449
78657,78656,34323,78658,15320,78653,6449
78658,6450,78659,15320,78657,34323,78660
78659,6450,78663,15321,41961,15320,78658
78660,78658,34323,60970,34327,78661,6450
78661,78660,34327,106557,34328,78662,6450
78662,78661,34328,60972,34329,78663,6450
78663,78662,34329,78664,15321,78659,6450
78664,6451,78665,15321,78663,34329,78666
78665,6451,78669,15322,41962,15321,78664
78666,78664,34329,60976,34333,78667,6451
78667,78666,34333,106593,34334,78668,6451
78668,78667,34334,60978,34335,78669,6451
78669,78668,34335,78670,15322,78665,6451
78670,6452,78671,15322,78669,34335,78674
78671,6452,78672,15323,41963,15322,78670
78672,6452,78673,34310,78647,15323,78671
78673,6452,78675,34311,60953,34310,78672
78674,78670,34335,60979,34336,78675,6452
78675,78674,34336,90498,34311,78673,6452
78676,6453,78681,15324,41967,15326,78677
78677,78676,15326,78690,34340,78678,6453
78678,78677,34340,60988,34345,78679,6453
78679,78678,34345,90578,34346,78680,6453
78680,78679,34346,60990,34347,78681,6453
78681,78680,34347,78682,15324,78676,6453
78682,6454,78683,15324,78681,34347,78684
78683,6454,78687,15325,41965,15324,78682
78684,78682,34347,60994,34351,78685,6454
78685,78684,34351,104424,34370,78686,6454
78686,78685,34370,61014,34371,78687,6454
78687,78686,34371,78706,15325,78683,6454
78688,6455,78690,15326,41968,15327,78689
78689,78688,15327,78696,34352,78692,6455
78690,6455,78691,34340,78677,15326,78688
78691,6455,78693,34341,60983,34340,78690
78692,78689,34352,60997,34354,78693,6455
78693,78692,34354,90546,34341,78691,6455
78694,6456,78696,15327,41969,15328,78695
78695,78694,15328,78702,34358,78698,6456
78696,6456,78697,34352,78689,15327,78694
78697,6456,78699,34353,60995,34352,78696
78698,78695,34358,61003,34360,78699,6456
78699,78698,34360,98128,34353,78697,6456
78700,6457,78702,15328,41970,15329,78701
78701,78700,15329,78708,34364,78704,6457
78702,6457,78703,34358,78695,15328,78700
78703,6457,78705,34359,61001,34358,78702
78704,78701,34364,61009,34366,78705,6457
78705,78704,34366,98164,34359,78703,6457
78706,6458,78707,15325,78687,34371,78710
78707,6458,78708,15329,41966,15325,78706
78708,6458,78709,34364,78701,15329,78707
78709,6458,78711,34365,61007,34364,78708
78710,78706,34371,61015,34372,78711,6458
78711,78710,34372,104356,34365,78709,6458
78712,6459,78717,15330,41973,15332,78713
78713,78712,15332,78726,34376,78714,6459
78714,78713,34376,61024,34381,78715,6459
78715,78714,34381,90614,34382,78716,6459
78716,78715,34382,61026,34383,78717,6459
78717,78716,34383,78718,15330,78712,6459
78718,6460,78719,15330,78717,34383,78720
78719,6460,78723,15331,41971,15330,78718
78720,78718,34383,61030,34387,78721,6460
78721,78720,34387,104546,34406,78722,6460
78722,78721,34406,61050,34407,78723,6460
78723,78722,34407,78742,15331,78719,6460
78724,6461,78726,15332,41974,15333,78725
78725,78724,15333,78732,34388,78728,6461
78726,6461,78727,34376,78713,15332,78724
78727,6461,78729,34377,61019,34376,78726
78728,78725,34388,61033,34390,78729,6461
78729,78728,34390,90582,34377,78727,6461
78730,6462,78732,15333,41975,15334,78731
78731,78730,15334,78738,34394,78734,6462
78732,6462,78733,34388,78725,15333,78730
78733,6462,78735,34389,61031,34388,78732
78734,78731,34394,61039,34396,78735,6462
78735,78734,34396,104428,34389,78733,6462
78736,6463,78738,15334,41976,15335,78737
78737,78736,15335,78744,34400,78740,6463
78738,6463,78739,34394,78731,15334,78736
78739,6463,78741,34395,61037,34394,78738
78740,78737,34400,61045,34402,78741,6463
78741,78740,34402,104464,34395,78739,6463
78742,6464,78743,15331,78723,34407,78746
78743,6464,78744,15335,41972,15331,78742
78744,6464,78745,34400,78737,15335,78743
78745,6464,78747,34401,61043,34400,78744
78746,78742,34407,61051,34408,78747,6464
78747,78746,34408,104500,34401,78745,6464
78748,6465,78753,15336,41979,15338,78749
78749,78748,15338,78762,34412,78750,6465
78750,78749,34412,61060,34417,78751,6465
78751,78750,34417,90650,34418,78752,6465
78752,78751,34418,61062,34419,78753,6465
78753,78752,34419,78754,15336,78748,6465
78754,6466,78755,15336,78753,34419,78756
78755,6466,78759,15337,41977,15336,78754
78756,78754,34419,61066,34423,78757,6466
78757,78756,34423,106413,34442,78758,6466
78758,78757,34442,61086,34443,78759,6466
78759,78758,34443,78778,15337,78755,6466
78760,6467,78762,15338,41980,15339,78761
78761,78760,15339,78768,34424,78764,6467
78762,6467,78763,34412,78749,15338,78760
78763,6467,78765,34413,61055,34412,78762
78764,78761,34424,61069,34426,78765,6467
78765,78764,34426,90618,34413,78763,6467
78766,6468,78768,15339,41981,15340,78767
78767,78766,15340,78774,34430,78770,6468
78768,6468,78769,34424,78761,15339,78766
78769,6468,78771,34425,61067,34424,78768
78770,78767,34430,61075,34432,78771,6468
78771,78770,34432,104550,34425,78769,6468
78772,6469,78774,15340,41982,15341,78773
78773,78772,15341,78780,34436,78776,6469
78774,6469,78775,34430,78767,15340,78772
78775,6469,78777,34431,61073,34430,78774
78776,78773,34436,61081,34438,78777,6469
78777,78776,34438,104570,34431,78775,6469
78778,6470,78779,15337,78759,34443,78782
78779,6470,78780,15341,41978,15337,78778
78780,6470,78781,34436,78773,15341,78779
78781,6470,78783,34437,61079,34436,78780
78782,78778,34443,61087,34444,78783,6470
78783,78782,34444,106381,34437,78781,6470
78784,6471,78789,15342,41984,15343,78785
78785,78784,15343,78792,34448,78786,6471
78786,78785,34448,61096,34453,78787,6471
78787,78786,34453,106605,34478,78788,6471
78788,78787,34478,61122,34479,78789,6471
78789,78788,34479,78814,15342,78784,6471
78790,6472,78792,15343,41985,15344,78791
78791,78790,15344,78798,34454,78794,6472
78792,6472,78793,34448,78785,15343,78790
78793,6472,78795,34449,61091,34448,78792
78794,78791,34454,61099,34456,78795,6472
78795,78794,34456,90510,34449,78793,6472
78796,6473,78798,15344,41986,15345,78797
78797,78796,15345,78804,34460,78800,6473
78798,6473,78799,34454,78791,15344,78796
78799,6473,78801,34455,61097,34454,78798
78800,78797,34460,61105,34462,78801,6473
78801,78800,34462,90654,34455,78799,6473
78802,6474,78804,15345,41987,15346,78803
78803,78802,15346,78810,34466,78806,6474
78804,6474,78805,34460,78797,15345,78802
78805,6474,78807,34461,61103,34460,78804
78806,78803,34466,61111,34468,78807,6474
78807,78806,34468,106417,34461,78805,6474
78808,6475,78810,15346,41988,15347,78809
78809,78808,15347,78816,34472,78812,6475
78810,6475,78811,34466,78803,15346,78808
78811,6475,78813,34467,61109,34466,78810
78812,78809,34472,61117,34474,78813,6475
78813,78812,34474,106453,34467,78811,6475
78814,6476,78815,15342,78789,34479,78818
78815,6476,78816,15347,41983,15342,78814
78816,6476,78817,34472,78809,15347,78815
78817,6476,78819,34473,61115,34472,78816
78818,78814,34479,61123,34480,78819,6476
78819,78818,34480,106489,34473,78817,6476
78820,6477,78825,15348,41994,15353,78821
78821,78820,15353,78852,34484,78822,6477
78822,78821,34484,61132,34489,78823,6477
78823,78822,34489,90758,34490,78824,6477
78824,78823,34490,61134,34491,78825,6477
78825,78824,34491,78826,15348,78820,6477
78826,6478,78827,15348,78825,34491,78828
78827,6478,78831,15349,41989,15348,78826
78828,78826,34491,61138,34495,78829,6478
78829,78828,34495,98340,34502,78830,6478
78830,78829,34502,61146,34503,78831,6478
78831,78830,34503,78838,15349,78827,6478
78832,6479,78837,15350,41992,15351,78833
78833,78832,15351,78840,34496,78834,6479
78834,78833,34496,61144,34501,78835,6479
78835,78834,34501,98712,34508,78836,6479
78836,78835,34508,61152,34509,78837,6479
78837,78836,34509,78844,15350,78832,6479
78838,6480,78839,15349,78831,34503,78842
78839,6480,78840,15351,41990,15349,78838
78840,6480,78841,34496,78833,15351,78839
78841,6480,78843,34497,61139,34496,78840
78842,78838,34503,61147,34504,78843,6480
78843,78842,34504,98236,34497,78841,6480
78844,6481,78845,15350,78837,34509,78846
78845,6481,78849,15352,41991,15350,78844
78846,78844,34509,61156,34513,78847,6481
78847,78846,34513,98736,34514,78848,6481
78848,78847,34514,61158,34515,78849,6481
78849,78848,34515,78850,15352,78845,6481
78850,6482,78851,15352,78849,34515,78854
78851,6482,78852,15353,41993,15352,78850
78852,6482,78853,34484,78821,15353,78851
78853,6482,78855,34485,61127,34484,78852
78854,78850,34515,61159,34516,78855,6482
78855,78854,34516,90678,34485,78853,6482
78856,6483,78861,15354,41996,15355,78857
78857,78856,15355,78864,34520,78858,6483
78858,78857,34520,61168,34525,78859,6483
78859,78858,34525,98748,34532,78860,6483
78860,78859,34532,61176,34533,78861,6483
78861,78860,34533,78868,15354,78856,6483
78862,6484,78864,15355,42000,15359,78863
78863,78862,15359,78888,34526,78866,6484
78864,6484,78865,34520,78857,15355,78862
78865,6484,78867,34521,61163,34520,78864
78866,78863,34526,61171,34528,78867,6484
78867,78866,34528,90690,34521,78865,6484
78868,6485,78869,15354,78861,34533,78870
78869,6485,78873,15356,41995,15354,78868
78870,78868,34533,61180,34537,78871,6485
78871,78870,34537,98808,34538,78872,6485
78872,78871,34538,61182,34539,78873,6485
78873,78872,34539,78874,15356,78869,6485
78874,6486,78875,15356,78873,34539,78876
78875,6486,78879,15357,41997,15356,78874
78876,78874,34539,61186,34543,78877,6486
78877,78876,34543,107421,34544,78878,6486
78878,78877,34544,61188,34545,78879,6486
78879,78878,34545,78880,15357,78875,6486
78880,6487,78881,15357,78879,34545,78882
78881,6487,78885,15358,41998,15357,78880
78882,78880,34545,61192,34549,78883,6487
78883,78882,34549,107457,34550,78884,6487
78884,78883,34550,61194,34551,78885,6487
78885,78884,34551,78886,15358,78881,6487
78886,6488,78887,15358,78885,34551,78890
78887,6488,78888,15359,41999,15358,78886
78888,6488,78889,34526,78863,15359,78887
78889,6488,78891,34527,61169,34526,78888
78890,78886,34551,61195,34552,78891,6488
78891,78890,34552,90714,34527,78889,6488
78892,6489,78897,15360,42003,15362,78893
78893,78892,15362,78906,34556,78894,6489
78894,78893,34556,61204,34561,78895,6489
78895,78894,34561,90794,34562,78896,6489
78896,78895,34562,61206,34563,78897,6489
78897,78896,34563,78898,15360,78892,6489
78898,6490,78899,15360,78897,34563,78900
78899,6490,78903,15361,42001,15360,78898
78900,78898,34563,61210,34567,78901,6490
78901,78900,34567,106629,34586,78902,6490
78902,78901,34586,61230,34587,78903,6490
78903,78902,34587,78922,15361,78899,6490
78904,6491,78906,15362,42004,15363,78905
78905,78904,15363,78912,34568,78908,6491
78906,6491,78907,34556,78893,15362,78904
78907,6491,78909,34557,61199,34556,78906
78908,78905,34568,61213,34570,78909,6491
78909,78908,34570,90762,34557,78907,6491
78910,6492,78912,15363,42005,15364,78911
78911,78910,15364,78918,34574,78914,6492
78912,6492,78913,34568,78905,15363,78910
78913,6492,78915,34569,61211,34568,78912
78914,78911,34574,61219,34576,78915,6492
78915,78914,34576,98344,34569,78913,6492
78916,6493,78918,15364,42006,15365,78917
78917,78916,15365,78924,34580,78920,6493
78918,6493,78919,34574,78911,15364,78916
78919,6493,78921,34575,61217,34574,78918
78920,78917,34580,61225,34582,78921,6493
78921,78920,34582,98380,34575,78919,6493
78922,6494,78923,15361,78903,34587,78926
78923,6494,78924,15365,42002,15361,78922
78924,6494,78925,34580,78917,15365,78923
78925,6494,78927,34581,61223,34580,78924
78926,78922,34587,61231,34588,78927,6494
78927,78926,34588,106561,34581,78925,6494
78928,6495,78933,15366,42009,15368,78929
78929,78928,15368,78942,34592,78930,6495
78930,78929,34592,61240,34597,78931,6495
78931,78930,34597,90830,34598,78932,6495
78932,78931,34598,61242,34599,78933,6495
78933,78932,34599,78934,15366,78928,6495
78934,6496,78935,15366,78933,34599,78936
78935,6496,78939,15367,42007,15366,78934
78936,78934,34599,61246,34603,78937,6496
78937,78936,34603,106845,34622,78938,6496
78938,78937,34622,61266,34623,78939,6496
78939,78938,34623,78958,15367,78935,6496
78940,6497,78942,15368,42010,15369,78941
78941,78940,15369,78948,34604,78944,6497
78942,6497,78943,34592,78929,15368,78940
78943,6497,78945,34593,61235,34592,78942
78944,78941,34604,61249,34606,78945,6497
78945,78944,34606,90798,34593,78943,6497
78946,6498,78948,15369,42011,15370,78947
78947,78946,15370,78954,34610,78950,6498
78948,6498,78949,34604,78941,15369,78946
78949,6498,78951,34605,61247,34604,78948
78950,78947,34610,61255,34612,78951,6498
78951,78950,34612,106633,34605,78949,6498
78952,6499,78954,15370,42012,15371,78953
78953,78952,15371,78960,34616,78956,6499
78954,6499,78955,34610,78947,15370,78952
78955,6499,78957,34611,61253,34610,78954
78956,78953,34616,61261,34618,78957,6499
78957,78956,34618,106669,34611,78955,6499
78958,6500,78959,15367,78939,34623,78962
78959,6500,78960,15371,42008,15367,78958
78960,6500,78961,34616,78953,15371,78959
78961,6500,78963,34617,61259,34616,78960
78962,78958,34623,61267,34624,78963,6500
78963,78962,34624,106705,34617,78961,6500
78964,6501,78969,15372,42015,15374,78965
78965,78964,15374,78978,34628,78966,6501
78966,78965,34628,61276,34633,78967,6501
78967,78966,34633,90866,34634,78968,6501
78968,78967,34634,61278,34635,78969,6501
78969,78968,34635,78970,15372,78964,6501
78970,6502,78971,15372,78969,34635,78972
78971,6502,78975,15373,42013,15372,78970
78972,78970,34635,61282,34639,78973,6502
78973,78972,34639,107061,34658,78974,6502
78974,78973,34658,61302,34659,78975,6502
78975,78974,34659,78994,15373,78971,6502
78976,6503,78978,15374,42016,15375,78977
78977,78976,15375,78984,34640,78980,6503
78978,6503,78979,34628,78965,15374,78976
78979,6503,78981,34629,61271,34628,78978
78980,78977,34640,61285,34642,78981,6503
78981,78980,34642,90834,34629,78979,6503
78982,6504,78984,15375,42017,15376,78983
78983,78982,15376,78990,34646,78986,6504
78984,6504,78985,34640,78977,15375,78982
78985,6504,78987,34641,61283,34640,78984
78986,78983,34646,61291,34648,78987,6504
78987,78986,34648,106849,34641,78985,6504
78988,6505,78990,15376,42018,15377,78989
78989,78988,15377,78996,34652,78992,6505
78990,6505,78991,34646,78983,15376,78988
78991,6505,78993,34647,61289,34646,78990
78992,78989,34652,61297,34654,78993,6505
78993,78992,34654,106885,34647,78991,6505
78994,6506,78995,15373,78975,34659,78998
78995,6506,78996,15377,42014,15373,78994
78996,6506,78997,34652,78989,15377,78995
78997,6506,78999,34653,61295,34652,78996
78998,78994,34659,61303,34660,78999,6506
78999,78998,34660,106993,34653,78997,6506
79000,6507,79005,15378,42020,15379,79001
79001,79000,15379,79008,34664,79002,6507
79002,79001,34664,61312,34669,79003,6507
79003,79002,34669,107469,34694,79004,6507
79004,79003,34694,61338,34695,79005,6507
79005,79004,34695,79030,15378,79000,6507
79006,6508,79008,15379,42021,15380,79007
79007,79006,15380,79014,34670,79010,6508
79008,6508,79009,34664,79001,15379,79006
79009,6508,79011,34665,61307,34664,79008
79010,79007,34670,61315,34672,79011,6508
79011,79010,34672,90726,34665,79009,6508
79012,6509,79014,15380,42022,15381,79013
79013,79012,15381,79020,34676,79016,6509
79014,6509,79015,34670,79007,15380,79012
79015,6509,79017,34671,61313,34670,79014
79016,79013,34676,61321,34678,79017,6509
79017,79016,34678,90870,34671,79015,6509
79018,6510,79020,15381,42023,15382,79019
79019,79018,15382,79026,34682,79022,6510
79020,6510,79021,34676,79013,15381,79018
79021,6510,79023,34677,61319,34676,79020
79022,79019,34682,61327,34684,79023,6510
79023,79022,34684,107065,34677,79021,6510
79024,6511,79026,15382,42024,15383,79025
79025,79024,15383,79032,34688,79028,6511
79026,6511,79027,34682,79019,15382,79024
79027,6511,79029,34683,61325,34682,79026
79028,79025,34688,61333,34690,79029,6511
79029,79028,34690,107101,34683,79027,6511
79030,6512,79031,15378,79005,34695,79034
79031,6512,79032,15383,42019,15378,79030
79032,6512,79033,34688,79025,15383,79031
79033,6512,79035,34689,61331,34688,79032
79034,79030,34695,61339,34696,79035,6512
79035,79034,34696,107353,34689,79033,6512
79036,6513,79041,15384,42030,15389,79037
79037,79036,15389,79068,34700,79038,6513
79038,79037,34700,61348,34705,79039,6513
79039,79038,34705,90938,34706,79040,6513
79040,79039,34706,61350,34707,79041,6513
79041,79040,34707,79042,15384,79036,6513
79042,6514,79043,15384,79041,34707,79044
79043,6514,79047,15385,42025,15384,79042
79044,79042,34707,61354,34711,79045,6514
79045,79044,34711,97908,34718,79046,6514
79046,79045,34718,61362,34719,79047,6514
79047,79046,34719,79054,15385,79043,6514
79048,6515,79053,15386,42028,15387,79049
79049,79048,15387,79056,34712,79050,6515
79050,79049,34712,61360,34717,79051,6515
79051,79050,34717,110738,34724,79052,6515
79052,79051,34724,61368,34725,79053,6515
79053,79052,34725,79060,15386,79048,6515
79054,6516,79055,15385,79047,34719,79058
79055,6516,79056,15387,42026,15385,79054
79056,6516,79057,34712,79049,15387,79055
79057,6516,79059,34713,61355,34712,79056
79058,79054,34719,61363,34720,79059,6516
79059,79058,34720,97876,34713,79057,6516
79060,6517,79061,15386,79053,34725,79062
79061,6517,79065,15388,42027,15386,79060
79062,79060,34725,61372,34729,79063,6517
79063,79062,34729,110762,34730,79064,6517
79064,79063,34730,61374,34731,79065,6517
79065,79064,34731,79066,15388,79061,6517
79066,6518,79067,15388,79065,34731,79070
79067,6518,79068,15389,42029,15388,79066
79068,6518,79069,34700,79037,15389,79067
79069,6518,79071,34701,61343,34700,79068
79070,79066,34731,61375,34732,79071,6518
79071,79070,34732,90894,34701,79069,6518
79072,6519,79077,15390,42033,15392,79073
79073,79072,15392,79086,34736,79074,6519
79074,79073,34736,61384,34741,79075,6519
79075,79074,34741,91082,34742,79076,6519
79076,79075,34742,61386,34743,79077,6519
79077,79076,34743,79078,15390,79072,6519
79078,6520,79079,15390,79077,34743,79080
79079,6520,79083,15391,42031,15390,79078
79080,79078,34743,61390,34747,79081,6520
